path,size_bytes,sha256,kind,description
data/results/evaluations/challenge_1190/ablation_850/adaptive_logs/judge_4B/gpu_3.log,84673,ab01d268e9ef8c68c2bd87eebe22805c80dce82a462bb20366fed0efe010697e,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/ablation_850/adaptive_logs/judge_4B/gpu_4.log,88314,e61cd25b91c52a8e5587dbbb92d9721b691309d01b502fa39fb729c212af87d1,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/ablation_850/adaptive_logs/judge_4B/gpu_5.log,87268,f0808054a125bbe46a4f5111ca0425afbafadaa89f627a03deaf2f277588b494,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/ablation_850/adaptive_logs/judge_8B/gpu_2.log,89295,1934d84341f37ba4e2a42929e53f1393017438dbe157913093ecf4105fefa2ab,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/ablation_850/adaptive_logs/judge_8B/gpu_3.log,86605,b36bad4dbff59f2c655239a80db69db94242a1e8067d86308109e0eea7551935,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/ablation_850/adaptive_logs/judge_8B/gpu_4.log,100378,334f66966cdf85e2a6a9cce096d764a725aae0d740dc14e4e4b2c1a7cdbb609b,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/ablation_850/adaptive_logs/judge_8B/gpu_5.log,84379,2841d5281c84c9bbee8148ec044d99429673de4a3eee9d12b7e389bacb252aba,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/ablation_850/final_report.csv,457,e86257d1912ba9dfe0f3f93a44e0802cbcc40019a23c3cdadf6821c492ec0c31,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/ablation_850/final_report.txt,2315,cd4a760c3fd56cc5ce0e71d0c8514b70380f4a59764576c4adbc367982ef2a34,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/inference_4B/gpu_2.log,138393,e90556e8c6e188bac9c5bb73cd493ef23b9f50d96dcd05718bac868966ea202a,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/inference_4B/gpu_3.log,159046,21266b3e9c2138e470b8cd98d0a1e10aa4a937d58490e253ec1bfe6829824f11,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/inference_4B/gpu_4.log,152799,becf2c96da991b8d38ef230104a21ff0004e8d73a2d65d66df0fe9c26ef25ab1,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/inference_4B/gpu_5.log,144675,55b289d0915b5635f84549dd4aa91be9f25bf42940db9ee831c93416a292501f,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/inference_8B/gpu_2.log,146903,40d2f319abcf85838b2d81600b4b2dc4209bb09a6c276cc34a5e695d531f9861,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/inference_8B/gpu_3.log,142766,b1a245daa9cf13c4f083bb546c8cb8912ec265d01da856bfe2827b76c1425fc9,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/inference_8B/gpu_4.log,152796,a5a9a2b29c27a0b148d72ecb9ca150891b72f551553d67237abd7873a74e6ffa,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/inference_8B/gpu_5.log,136405,03d9b932287b57f2497ce9d897cfb3e32f88792e05b5a07b0b0583c04b00d076,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/judge_4B/gpu_2.log,119707,c0b4ba9a804cf67c65741c2bd72548726f6ea2da1ecbefe49615fa1a52505b2c,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/judge_4B/gpu_3.log,116519,04e9e4605b46b8fda7db2a17cbcb28de80ff7b6cb0ba90655a2ebe6d2e8905bf,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/judge_4B/gpu_4.log,111957,488a97c424b652e4ca72d472f38ad5410358af903d930f2e2cf1e2ef05cb27c2,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/judge_4B/gpu_5.log,142823,fef841b7d751d67a48de9371ba3da77df147380d27055c15e2230387e31c43b3,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/judge_8B/gpu_2.log,129645,aff1f24b9799b3b2a09517b5a9052e8eddae77625722eaf40376c38521824c0e,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/judge_8B/gpu_3.log,112792,8b3b93e9b368bee99064ed67f0e0ca21feecf2bf1d2201f07ed07c145ca0435e,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/judge_8B/gpu_4.log,130567,8be1ce59c4da565c413df04848813db01fa0752aca9aaa7a2a5ab73c4fc061e4,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/adaptive_logs/judge_8B/gpu_5.log,115669,9e7511c5c1b81a50b6bce8474cfc8e9be0f99fa9e1ce72aa85a624819878a4c2,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/final_report.csv,533,ff01260f70354a9e3c77fa56c3603f2127e1deec31a043bf4388a7a5d7e094fe,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/full_1190/final_report.txt,2391,fae631cf0dc44f685a37cf783436af8fc24457b8a451bee84a5728b2b3bee649,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/inference_4B/gpu_2.log,137164,9dcdc7b6692d1644a188b5221a78caa2076854b88cd13984b7d69c24f76f0747,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/inference_4B/gpu_3.log,149104,cbf71b0954f839412d891e6390325d2b9707528ea9da30c13cfd2300b665dcc1,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/inference_4B/gpu_4.log,170555,20c75ef4f4eeb60ebd479e6162f328da5725e6997af90e63386e3f0cc0952bd8,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/inference_4B/gpu_5.log,128162,e812b74bbaa7778ede20f5c9aad8ce96197c1434a5309df84bec880402bfe49a,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/inference_8B/gpu_2.log,125277,143b409d6967f45331f59c7e83e0c79bf955a3bce2df7d5dac3977522bf0392f,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/inference_8B/gpu_3.log,163693,d936f6f17a68d08209e7da69ec83107867c0c15e072e414ea7cb222f3a6d9943,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/inference_8B/gpu_4.log,167608,15743fd1ae2750078e6d41906a75755cc0022ecffc28961fdd0e5b923c4b38d9,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/inference_8B/gpu_5.log,123280,cd5f7e6db5cc019c11a2cbde016537f8c6e2c29a2cb098de44f363b87d8a3633,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/judge_4B/gpu_2.log,132616,e5f6119931836e035762430c46aee47dbebc2860e8c5e0ee724eb7fd1218eb31,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/judge_4B/gpu_3.log,112382,8233bb8ca956c68a238d861be0b0c0a3b25f342ed81ffe60516e2525bf73c264,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/judge_4B/gpu_4.log,110707,0bc3e4e9fd5956a25b81a3cccf40420777df11e7ae69f59a7f88a96d3362b03d,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/judge_4B/gpu_5.log,132202,777ef194e0b8b4cb4742f620c6f8ada7ba4c42d03ce8c78c8f7aa0066fe54413,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/judge_8B/gpu_2.log,130539,29fe27e55a2514f49d9ebed55a3da5e547769d4818df2e61aa32ab87cf8cbfff,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/judge_8B/gpu_3.log,117152,75e409f21851c4ed0af46637624959e62d77cdc0c0eed4eda96341d1d886fa80,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/judge_8B/gpu_4.log,127294,48304c3e1e498e4ae02b19e899826b5b59655deaa2ef201d720b712a3e75f015,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/adaptive_logs/judge_8B/gpu_5.log,113222,be31077a6307794e46e6987353f2b3b7432715e4aa5501781e071b06df807995,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/final_report.csv,531,a99280269e0710d81dd9a9dc6c1a78b77d43a31baf27d25d3ffbc37f37a68fe1,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/oracle_1190/final_report.txt,2389,c24aee7599f97f665c2b7e9bd8a15fffa634289921b6a4df0b87da943a348850,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/inference_4B/gpu_2.log,121066,3f226955290bf5472f47f490d5595b5fb2aa1420d8e76e2596e03741eccd35bb,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/inference_4B/gpu_3.log,116822,e445a6ad35056c538ba38d9285f4c902ee9ee1e7797b8a205657122a3d2b4b99,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/inference_4B/gpu_4.log,127969,1f06f283d586e06054985b26b31ad6183be63d3f3dee4a7bc0213816ca757542,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/inference_4B/gpu_5.log,114484,23ec1cd9149f1a6a5bc02dbae8d06ae46b058d1940b3b01b044320bc9476bc96,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/judge_4B/gpu_2.log,107222,e3f0993498b20693e7e2ac67b26d6070bbf71c5c740fc59355fe69c94f341c52,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/judge_4B/gpu_3.log,102994,35b81fbd1aefe3fc4687d1789b90e93181b9eddb365f7a426d53d9957866fca8,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/judge_4B/gpu_4.log,101269,19d68abc191cb68010aea66b3fe6219d816c1188e39ea3d978ce32f5132246d4,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/judge_4B/gpu_5.log,104520,f698e0cd587e4f7ee6feba90a03b9a9600ba72ae6a4979ee56b20ec8c46694cc,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/judge_8B/gpu_2.log,108809,71336b65f7004d0cd10133ea15f113d73589f5e780e438b1bf302f2f284cb0bd,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/judge_8B/gpu_3.log,101410,bbb039da78f2d7fb80e8bd4684f413748bf39875121223788c9028d45b5cdc35,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/judge_8B/gpu_4.log,102189,7be23725c8360e7aacb8862023d74c41ae0d9739d96657479d48e21d0f358523,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/adaptive_logs/judge_8B/gpu_5.log,103480,5abcf62f7f9fca1e26f6fce81e19d72572cee8712d61aa7018c95eb63b03d92d,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/challenge_1190/question_only_1000/final_report.txt,1454,6fa357287ed57fbddc564b1107075c30b7b4b5342216dfd505adceb9a0191b97,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/inference_4B/gpu_2.log,50364,4d23bb4180b1a575157743716348dce404e8f67ef989035cae1b654ab068cace,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/inference_4B/gpu_3.log,54261,a38cc2830546cd8f4247c5ec72af606756fdc97a6675267a47edaa7c6960cb65,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/inference_4B/gpu_4.log,50785,1fc6716d2092040bac4f262e78f82a8fa32f74b16249e14d3305495ab36358ad,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/inference_4B/gpu_5.log,50045,3d3ca123956055e0e2e31eb53fd9b6032c8913ed597bd9986f980928cdeb8536,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/inference_8B/gpu_2.log,49437,3e2536290aa4d0be4e15dddd66e3a65dda1b0c6841857e489678c2ca9c3a7aa3,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/inference_8B/gpu_3.log,54058,3cc68d34b93799c02c3da43e2593796e2ee3b0727636812efd909ef2eeb11274,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/inference_8B/gpu_4.log,54306,5a2b3ad9d32ba040235377382a4ac3322085aafc68b4ddc99ed07ce11fb18ac3,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/inference_8B/gpu_5.log,52570,fee9a3ffa3d8ad450cc7a49bfefbc4d46c71701e2d50297dbd370eadd164560a,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/judge_4B/gpu_2.log,45709,87480978f99761463f5d42dd5eda7e2a8a8bc1b432ed0c025b706ea98e5a868f,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/judge_4B/gpu_3.log,44138,f4b053a19814ee44a591d5eb904513f69060f8d51516982c591e93aba094d53e,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/judge_4B/gpu_4.log,45743,19e19c784b0d032a9aee2171c29a6ab786d22ffefb820c89666c41862fe8c9cd,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/judge_4B/gpu_5.log,45302,c2774cfa7f8340007fcee4181937fafa3214fe2611836448116690cb93b4c995,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/judge_8B/gpu_2.log,47453,5ff28fa465964be63a986192fea9508650a7d80135142202b07bc26260d1c232,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/judge_8B/gpu_3.log,44959,483e326df61daa7ed7567b7c5effd7bba024d5538c25745d7dc47bac38d55c0c,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/judge_8B/gpu_4.log,43948,dd68884cd9f9b4b26f0215042fe22936059524eaa41fd4cbd697b42f3ce7b60c,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/adaptive_logs/judge_8B/gpu_5.log,44260,d2b60e7a45d58bddf6b03212866863177559f136fdda2da0c649689deda94b30,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/final_report.csv,521,187dd793e4001cbae2dc483ab82f420f4e86a81c5bdb3dd807de8f123e38a416,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/final_report.txt,2375,a39a76cd23876e33bc2a0e8324bf79ee838adba45cc6e995508bb43491d5aaed,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/cross_pdf_400_full_pdf/technical_report.md,3795,7e416cfcf97ad35418ec82a07102afd4fe63e7be7fcf55dfe1dbb747334269cb,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/hard_expansion_pilot_v1/cross/progress_4B_shard0.txt,32,871572af0ac3fe7beadc303192524ec9034429e21a91e221d4e58317f9d8aa4b,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/hard_expansion_pilot_v1/cross/progress_8B_shard0.txt,24,602b148d3a999496af89621d64ba81b5cf250bee76eadc117c9c1b6b4a0d66bc,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/hard_expansion_pilot_v1/reasoning/final_report.csv,419,e889ec43e180e8bd7d4330a4e98a2d459de7e1554dd4ad479a0f6ea55bf3bbca,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/hard_expansion_pilot_v1/reasoning/final_report.txt,2269,9ec6ed38ca2501254d7e604094cff33f3b13a5eca7f1efb73a11b69d881533e7,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/hard_expansion_pilot_v1/reasoning/progress_4B_shard0.txt,35,06f39c11a35a748725dc2231d6fe88897014378f96a1ffa20c7aefb074d97aaa,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/hard_expansion_pilot_v1/reasoning/progress_8B_shard0.txt,35,06f39c11a35a748725dc2231d6fe88897014378f96a1ffa20c7aefb074d97aaa,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_expansion_closed_book_209/adaptive_logs/inference_4B/gpu_2.log,608,b0f3ab8e7ebcb40de9bd9f76e723b4bfc32a6441f28076a58776b815a202c375,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_expansion_closed_book_209/adaptive_logs/inference_4B/gpu_3.log,608,b0f3ab8e7ebcb40de9bd9f76e723b4bfc32a6441f28076a58776b815a202c375,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_expansion_closed_book_209/adaptive_logs/inference_4B/gpu_4.log,608,b0f3ab8e7ebcb40de9bd9f76e723b4bfc32a6441f28076a58776b815a202c375,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_expansion_closed_book_209/adaptive_logs/inference_4B/gpu_5.log,608,b0f3ab8e7ebcb40de9bd9f76e723b4bfc32a6441f28076a58776b815a202c375,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_expansion_closed_book_209_static/progress_4B.txt,291,e2f50599ee8fdbbd8169641de9ba27432877a8d3c4d6c6ebf75f5ecba72903f3,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_expansion_closed_book_209_static/progress_8B.txt,291,e2f50599ee8fdbbd8169641de9ba27432877a8d3c4d6c6ebf75f5ecba72903f3,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/inference_4B/gpu_2.log,16811,5a9d6d47f18350b632a39a4059423c10344b4c961c7b6d635e322427e3e07b01,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/inference_4B/gpu_3.log,11492,b5373954534da47d0fc2506a9bc9652e0edab303f2eae27f8d1bf0fac9edd072,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/inference_4B/gpu_4.log,17213,ea7c1aca5bef73107931388a08583f5dea05b835175c2476c0c11da6d3062b15,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/inference_4B/gpu_5.log,14627,f67e4761b9da4a52c054d314e5ee99ea28cbad36e9491fb3ccfd47bc61a4fb81,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/inference_8B/gpu_2.log,15849,77a15f7272c6855bf3dfbe366ad44b586bbc5fcd00ea99782c3910ec87379168,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/inference_8B/gpu_3.log,18835,823981029d9aff49186e21f374614972ad1b5212da5bc021d00f467870029412,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/inference_8B/gpu_4.log,17035,0a86e6c3480dfcc7508179fca6052671e52839c2c80cb4713c62965a8df122fb,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/inference_8B/gpu_5.log,12604,51536c4d7fb2edafc7b26884a4f04906f0fd6ec0ae331caee8a1f6243c65993f,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/judge_4B/gpu_2.log,18195,5569512d435fb0834ea597339fe353aab9a6dbf3c19898f5f8d9c1fd13ca14b6,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/judge_4B/gpu_3.log,18662,e8eb20cc7316501faabbb33e698726a0ccc0c31505ac59ecf332a8171b6b4a7b,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/judge_4B/gpu_4.log,16928,d2448eff3f0c53cb0186e3367775237cdeed3872016f200c4a9dc4b4eb6692ff,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/judge_4B/gpu_5.log,17046,93add90a1de5d6a6d7a60aa55305ccbd2f19cd43e3772f1524756d60e58b308c,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/judge_8B/gpu_2.log,23718,0781a6b407563811926ce8391d41567eab1cb6bb00972c895c498a94e7e9d2b5,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/judge_8B/gpu_3.log,16090,739a208a256e75ad27bbf8f8c8976a1523f399c60ed823be7cefb509e04c683c,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/judge_8B/gpu_4.log,15260,c1b5555b0a7c6ed2cf2d8ec21e80f6a1cdc3b0048c321fe66881be808f8a1934,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/adaptive_logs/judge_8B/gpu_5.log,15329,3827a3e6bb40c4c816bf22174ba8a7be17abb0a57088bcd3521e45df6091e6af,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/final_report.csv,477,20b9b24d4766ce1a44d395f7a4fd85c760db263b4a6fd0dc6eeb20f248c364e8,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/final_report.txt,2331,42c8f88d590a87f0862e8b835d28e6621d289fc66e55761fb6a73f1be242441e,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/evaluations/reasoning_qa_100_full_pdf/technical_report.md,1957,8e5edc3919131632f0626b63eb47eee81db503633a21e0b0befe09b1bb4ec122,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/reports/challenge_1190/metrics.csv,2407,d6b5103a54e795c7a26f8939c6b0db8184120b24809a733c0a15ec56e5e0002d,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/reports/challenge_1190/technical_report.html,474573,a23f5649a122f0663087483f3727e4584b6b96e9ce84382329a2c4bdbfadc4ae,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/reports/challenge_1190/technical_report.md,2814,6932be4cf60322e337ad15cc48604fce1d93b02b48724017e82bf00698b3028c,evaluation_non_json,Historical evaluation log or report companion artifact.
data/results/reports/final_benchmark_group_meeting/case_samples.csv,32777,4eef9c1df1db7bcaaebb8671b543d775d136ae37803452f6e8d00f59c8738f70,evaluation_non_json,Historical evaluation log or report companion artifact.
