model,metric,paper,denominator,correct_known,pending_judge,minimum,maximum,exact,difference,status
MiniCPM-V 4.5,Mathematics,30.2,245,10,127,4.081632653061225,55.91836734693877,,,UNSCORED_BOUND
MiniCPM-V 4.5,Electrical Engineering and Systems Science,30.47,129,1,83,0.7751937984496124,65.11627906976744,,,UNSCORED_BOUND
MiniCPM-V 4.5,Economics,40.88,137,3,82,2.18978102189781,62.043795620437955,,,UNSCORED_BOUND
MiniCPM-V 4.5,Quantitative Biology,51.75,114,0,77,0.0,67.54385964912281,,,UNSCORED_BOUND
MiniCPM-V 4.5,Quantitative Finance,46.51,86,0,58,0.0,67.44186046511628,,,UNSCORED_BOUND
InternVL3.5-8B,All,34.95,2200,5,1526,0.22727272727272727,69.5909090909091,,,UNSCORED_BOUND
InternVL3.5-8B,Computer Science,37.99,743,2,548,0.2691790040376851,74.02422611036339,,,UNSCORED_BOUND
InternVL3.5-8B,Physics,30.34,379,0,266,0.0,70.18469656992085,,,UNSCORED_BOUND
InternVL3.5-8B,Statistics,36.07,367,2,247,0.5449591280653951,67.84741144414168,,,UNSCORED_BOUND
InternVL3.5-8B,Mathematics,20.82,245,1,133,0.40816326530612246,54.69387755102041,,,UNSCORED_BOUND
InternVL3.5-8B,Electrical Engineering and Systems Science,38.28,129,0,86,0.0,66.66666666666667,,,UNSCORED_BOUND
InternVL3.5-8B,Economics,43.8,137,0,89,0.0,64.96350364963503,,,UNSCORED_BOUND
InternVL3.5-8B,Quantitative Biology,36.84,114,0,89,0.0,78.0701754385965,,,UNSCORED_BOUND
InternVL3.5-8B,Quantitative Finance,43.02,86,0,68,0.0,79.06976744186046,,,UNSCORED_BOUND
Gemma 3 27B,All,47.32,2200,1,1,0.045454545454545456,0.09090909090909091,,,PROVEN_MISMATCH
Gemma 3 27B,Computer Science,50.34,743,0,0,0.0,0.0,0.0,-50.34,PROVEN_MISMATCH
Gemma 3 27B,Physics,51.72,379,1,0,0.2638522427440633,0.2638522427440633,0.2638522427440633,-51.456147757255934,PROVEN_MISMATCH
Gemma 3 27B,Statistics,47.81,367,0,1,0.0,0.2724795640326976,,,PROVEN_MISMATCH
Gemma 3 27B,Mathematics,32.24,245,0,0,0.0,0.0,0.0,-32.24,PROVEN_MISMATCH
Gemma 3 27B,Electrical Engineering and Systems Science,41.41,129,0,0,0.0,0.0,0.0,-41.41,PROVEN_MISMATCH
Gemma 3 27B,Economics,57.66,137,0,0,0.0,0.0,0.0,-57.66,PROVEN_MISMATCH
Gemma 3 27B,Quantitative Biology,38.6,114,0,0,0.0,0.0,0.0,-38.6,PROVEN_MISMATCH
Gemma 3 27B,Quantitative Finance,46.51,86,0,0,0.0,0.0,0.0,-46.51,PROVEN_MISMATCH
Mistral-Small-3.1-24B,All,49.0,2200,11,838,0.5,38.59090909090909,,,PROVEN_MISMATCH
Mistral-Small-3.1-24B,Computer Science,40.13,743,3,180,0.4037685060565276,24.629878869448184,,,PROVEN_MISMATCH
Mistral-Small-3.1-24B,Physics,60.95,379,5,197,1.3192612137203166,53.29815303430079,,,PROVEN_MISMATCH
Mistral-Small-3.1-24B,Statistics,45.08,367,1,110,0.2724795640326976,30.245231607629428,,,PROVEN_MISMATCH
Mistral-Small-3.1-24B,Mathematics,45.71,245,0,107,0.0,43.673469387755105,,,PROVEN_MISMATCH
Mistral-Small-3.1-24B,Electrical Engineering and Systems Science,50.78,129,0,68,0.0,52.713178294573645,,,UNSCORED_BOUND
Mistral-Small-3.1-24B,Economics,63.5,137,2,62,1.4598540145985401,46.715328467153284,,,PROVEN_MISMATCH
Mistral-Small-3.1-24B,Quantitative Biology,64.91,114,0,71,0.0,62.280701754385966,,,PROVEN_MISMATCH
Mistral-Small-3.1-24B,Quantitative Finance,52.33,86,0,43,0.0,50.0,,,PROVEN_MISMATCH
Qwen3-VL-4B,All,64.91,2200,119,1933,5.409090909090909,93.27272727272727,,,UNSCORED_BOUND
Qwen3-VL-4B,Computer Science,63.89,743,38,670,5.114401076716016,95.28936742934052,,,UNSCORED_BOUND
Qwen3-VL-4B,Physics,71.24,379,27,319,7.124010554089709,91.2928759894459,,,UNSCORED_BOUND
Qwen3-VL-4B,Statistics,55.46,367,14,329,3.8147138964577656,93.46049046321527,,,UNSCORED_BOUND
Qwen3-VL-4B,Mathematics,62.04,245,27,198,11.020408163265307,91.83673469387755,,,UNSCORED_BOUND
Qwen3-VL-4B,Electrical Engineering and Systems Science,64.06,129,4,116,3.10077519379845,93.02325581395348,,,UNSCORED_BOUND
Qwen3-VL-4B,Economics,67.88,137,0,120,0.0,87.5912408759124,,,UNSCORED_BOUND
Qwen3-VL-4B,Quantitative Biology,80.7,114,9,97,7.894736842105263,92.98245614035088,,,UNSCORED_BOUND
Qwen3-VL-4B,Quantitative Finance,69.77,86,0,84,0.0,97.67441860465117,,,UNSCORED_BOUND
Qwen3-VL-8B,All,68.32,2200,85,1934,3.8636363636363638,91.77272727272727,,,UNSCORED_BOUND
Qwen3-VL-8B,Computer Science,67.11,743,28,679,3.768506056527591,95.15477792732167,,,UNSCORED_BOUND
Qwen3-VL-8B,Physics,70.98,379,18,316,4.74934036939314,88.12664907651715,,,UNSCORED_BOUND
Qwen3-VL-8B,Statistics,66.12,367,9,334,2.4523160762942777,93.46049046321527,,,UNSCORED_BOUND
Qwen3-VL-8B,Mathematics,62.45,245,21,189,8.571428571428571,85.71428571428571,,,UNSCORED_BOUND
Qwen3-VL-8B,Electrical Engineering and Systems Science,71.88,129,4,118,3.10077519379845,94.57364341085271,,,UNSCORED_BOUND
Qwen3-VL-8B,Economics,70.8,137,0,118,0.0,86.13138686131387,,,UNSCORED_BOUND
Qwen3-VL-8B,Quantitative Biology,76.32,114,5,97,4.385964912280702,89.47368421052632,,,UNSCORED_BOUND
Qwen3-VL-8B,Quantitative Finance,73.26,86,0,83,0.0,96.51162790697674,,,UNSCORED_BOUND
Claude Sonnet 5,All,69.32,2200,136,1374,6.181818181818182,68.63636363636364,,,PROVEN_MISMATCH
Claude Sonnet 5,Computer Science,69.93,743,41,301,5.518169582772543,46.02960969044415,,,PROVEN_MISMATCH
Claude Sonnet 5,Physics,71.5,379,30,282,7.915567282321899,82.32189973614776,,,UNSCORED_BOUND
Claude Sonnet 5,Statistics,59.84,367,15,244,4.087193460490464,70.57220708446866,,,UNSCORED_BOUND
Claude Sonnet 5,Mathematics,60.0,245,34,188,13.877551020408163,90.61224489795919,,,UNSCORED_BOUND
Claude Sonnet 5,Electrical Engineering and Systems Science,76.56,129,4,87,3.10077519379845,70.54263565891473,,,PROVEN_MISMATCH
Claude Sonnet 5,Economics,66.42,137,2,114,1.4598540145985401,84.67153284671532,,,UNSCORED_BOUND
Claude Sonnet 5,Quantitative Biology,77.19,114,10,91,8.771929824561404,88.59649122807018,,,UNSCORED_BOUND
Claude Sonnet 5,Quantitative Finance,72.09,86,0,67,0.0,77.90697674418605,,,UNSCORED_BOUND
DeepSeek-V4-Flash,All,79.45,2200,28,1932,1.2727272727272727,89.0909090909091,,,UNSCORED_BOUND
DeepSeek-V4-Flash,Computer Science,80.54,743,11,668,1.4804845222072678,91.38627187079408,,,UNSCORED_BOUND
DeepSeek-V4-Flash,Physics,77.57,379,5,317,1.3192612137203166,84.96042216358839,,,UNSCORED_BOUND
DeepSeek-V4-Flash,Statistics,83.06,367,5,330,1.3623978201634876,91.28065395095368,,,UNSCORED_BOUND
DeepSeek-V4-Flash,Mathematics,71.84,245,2,195,0.8163265306122449,80.40816326530613,,,UNSCORED_BOUND
DeepSeek-V4-Flash,Electrical Engineering and Systems Science,79.69,129,0,119,0.0,92.24806201550388,,,UNSCORED_BOUND
DeepSeek-V4-Flash,Economics,83.94,137,5,121,3.6496350364963503,91.97080291970804,,,UNSCORED_BOUND
DeepSeek-V4-Flash,Quantitative Biology,78.95,114,0,98,0.0,85.96491228070175,,,UNSCORED_BOUND
DeepSeek-V4-Flash,Quantitative Finance,77.91,86,0,84,0.0,97.67441860465117,,,UNSCORED_BOUND
GLM-4.6V,All,80.95,2200,81,1723,3.6818181818181817,82.0,,,UNSCORED_BOUND
GLM-4.6V,Computer Science,80.67,743,22,603,2.9609690444145356,84.11843876177659,,,UNSCORED_BOUND
GLM-4.6V,Physics,82.59,379,12,282,3.1662269129287597,77.57255936675462,,,PROVEN_MISMATCH
GLM-4.6V,Statistics,80.05,367,6,274,1.6348773841961852,76.29427792915531,,,PROVEN_MISMATCH
GLM-4.6V,Mathematics,74.29,245,26,189,10.612244897959183,87.75510204081633,,,UNSCORED_BOUND
GLM-4.6V,Electrical Engineering and Systems Science,85.16,129,2,111,1.550387596899225,87.59689922480621,,,UNSCORED_BOUND
GLM-4.6V,Economics,86.86,137,9,102,6.569343065693431,81.02189781021897,,,PROVEN_MISMATCH
GLM-4.6V,Quantitative Biology,82.46,114,4,87,3.508771929824561,79.82456140350877,,,PROVEN_MISMATCH
GLM-4.6V,Quantitative Finance,81.4,86,0,75,0.0,87.20930232558139,,,UNSCORED_BOUND
