qa_id,task,group,old_correct,new_correct,historical_cache_key,historical_input_differences
QA0067,General,identical_judge_inputs,True,True,cd04155c2e929bc71ec5386b338c4edf96ff24a13e0fc241791c62aefb77cce9,
QA0068,General,identical_judge_inputs,True,True,5e1ccc60c849ccb6fac8ddc7619f60ab15384a34d995809fc0fd0eabbae44ad5,
QA0069,General,identical_judge_inputs,True,True,083dc84603e49faf6b9009e62822526ff514406532aacb7d721b55181905bab9,
QA0070,General,identical_judge_inputs,True,True,ae8f6705dc8f6cd98dbd0d5f2a1257cf71efac77882103d03fed18412bd51ca5,
QA0071,General,identical_judge_inputs,True,True,a2b1ee2e98be072af4a0fe537ce417f2ea95050df5057c5f38c056eb5b32d3fe,
QA0072,General,identical_judge_inputs,True,True,fb84e220b96f61199bf7c0af8cbb0de25611ddf77c1e7ec2a04f999b59d061bc,
QA0073,General,identical_judge_inputs,False,False,6268ff87d15f3f4dbe2f201bce4d232a50e8109e0d8cb54a47f3f5017b28868c,
QA0074,General,identical_judge_inputs,True,False,c992a328eff80b12264068f60b59519b03ce58abd52492c1b030aaf725be4909,
QA0075,General,identical_judge_inputs,True,True,3157a83116772d26ffac7f8a94084227ddf7ae2aad73d49cda9dd23111137018,
QA0076,General,identical_judge_inputs,False,False,5e2069a44d9a80995bb9ca18d00f20b18f3196d9fa585f132ba6758bfed6dd3e,
QA0077,General,changed_judge_inputs,True,True,72a4927ddca9500be1101bfc7155c2153904819084425f69c587aca3e19f1db3,reference
QA0078,General,technical_failure,False,False,6179f451159ad98bdb2c0232114ffea88da3eec70fb8205ed49286c59c532037,
QA0079,General,identical_judge_inputs,True,True,ffab89a7ca0738b79a7c350ad5589a009616ac0fb924c221f836ee004d9098ff,
QA0080,General,identical_judge_inputs,True,True,b1cac20698a30f27af23d3d54cc2abd915d76357a20b6c6cb5e6d08efb7a81e2,
QA0081,General,technical_failure,True,False,f5ac33f26cccf9b91994a6a29366e666c9347e374e65844231c04bd7d3da3a10,
QA0082,General,technical_failure,True,False,4ba5479934d091c827e1d157f736fa96595f62d21bf9efb38c6af640b64e22d1,
QA0083,General,identical_judge_inputs,False,False,b162aaea367a64bb81af036667c91d3517bf5b0183f9158c7f68ded734a70fe9,
QA0084,General,identical_judge_inputs,False,False,08678c973994740912d72d5f14f5be567c38ff2fdf712fc4196be96e12d0fecc,
QA0085,General,identical_judge_inputs,True,True,8f6cb16d306d37f0c767e26a9b02a0e170e2b037c92d0904ec7b38e4abd08818,
QA0086,General,identical_judge_inputs,True,True,72e01e13902f22c4f4ccf75633986d99770e9def255fd53177d7867726fe4378,
QA0087,General,identical_judge_inputs,False,False,cd44c9a96e6eec561196f3c83a215fcd32094e757d2d2577242de919b1ab1954,
QA0088,General,identical_judge_inputs,True,True,08b341ca366772fcc42071f3110d11af513a27204fcf627e3a7210dc1d626c61,
QA0089,General,identical_judge_inputs,True,True,045dffdd915d58908839c6bd1fa577113e5897ec22bc284c8ea366c0d6db7c83,
QA0090,General,identical_judge_inputs,True,True,3bddf234d392f89d6fec01077c3cba051e7143986b7bb71320e551c7df68502d,
QA0091,General,identical_judge_inputs,False,False,78fb707cf53b9e1bfbe4420f176f81706616d9cb86a145ed6a0ce4ae64e05e1f,
QA0092,General,identical_judge_inputs,False,False,5425dc732ffd3cf879d6ca35ce47fba2f5b83ae6204bb65091b61369abdaa2e5,
QA0093,General,identical_judge_inputs,True,True,1cdb7e4869e5c4b178024ee09164a1a71a5341a72109744e5a60651146f805a4,
QA0094,General,identical_judge_inputs,True,True,893d1d7004f63d554fff47dc57f7afe0ed6a9309be2c6018d2efce0e2f1f89d7,
QA0095,General,technical_failure,True,False,218997a2f382637190991f5bc2a05a375d6822cb0648a14e7d40004b2d0b7ea6,
QA0096,General,technical_failure,True,False,ff775e7c1d6fae50ce0a794fb769a3969b0217982bd1b5663cbfe985333863dc,
QA0097,General,technical_failure,True,False,07208febe3935a142e6663b170f93c007db59cc6e9e6762a6c619bfb8eeca3a4,
QA0098,General,identical_judge_inputs,True,False,e9fffeb203845ab0a04045bed4454503b0157cedfeae3e1ecad6a8b5e44334fb,
QA0099,General,identical_judge_inputs,True,True,0316f8c1376ba7a90489dd6149519af10f46b34863001a09e6b3a2e4c68735b1,
QA0100,General,identical_judge_inputs,True,True,f3f68e6e4954f5eb11478e345e831255a1543cf19b88f40fb9431e9a6031a36b,
QA0101,General,identical_judge_inputs,True,True,a999c3c7e7f7666a5fdba51960b7773d291f7a2c1c3f35e1ae8d2507edaba3d3,
QA0102,General,identical_judge_inputs,False,False,d2724900c7c9d2b19b8d485819963669ace27a4b59f830f922f2663eeea9a564,
QA0103,General,identical_judge_inputs,True,True,7aa7e194ba2c77c39d507bb75645bc454b24b24595ccc58c7b905a3173b21526,
QA0104,General,identical_judge_inputs,True,True,df17fd08f2c2bab807a8a7ca1cf8ae54462ee35bc1747c7235eccf786e717b54,
QA0105,General,technical_failure,True,False,7929daaddc9d297a5f8ada328a2357a9caddc6260043f53c3c7307b01f59064e,
QA0106,General,identical_judge_inputs,True,True,bf2b6196eba9a3738979a30904bb2ce1cc5fbd5e8eda3c431cdfabd5893c7fbc,
QA0107,General,identical_judge_inputs,True,True,d8d0c782bed528f1a60d18de875bfc285b071602a0df504e254922c94a3a7b53,
QA0108,General,identical_judge_inputs,True,False,0f2a1bf8fde777166d18b214f159a72fefc04dcafee07698c030f8aa87127e0e,
QA0109,General,identical_judge_inputs,True,True,e62d4428c8442e0a3ed25cbe50bb1336088e8cc13f96d8135302c039f51c20c2,
QA0110,General,identical_judge_inputs,True,True,d3cbb68c64548b3f636753ab20fd11dc8c135e125100b80b36b52fa7b1d7ca91,
QA0111,General,identical_judge_inputs,True,True,b58e0903ae79aa7edd4b1ce8ebb48ec277b076e254bb1a331f8898ab33a01fd4,
QA0112,General,identical_judge_inputs,True,True,0bf2ccf76add93f253669a39f9ada127e7fff36e1a7df488bdd276892083c75f,
QA0113,General,technical_failure,True,False,04d7646e9fd003f89773c22bdca7066de545427cf079c6986114d96430d3cd2e,
QA0114,General,identical_judge_inputs,True,True,e354de651f1cb730dd4de851582caa3dfdb341b8e922cd63ad33db354938b253,
QA0115,General,technical_failure,False,False,34dfa1110f3b25a9eb1b077b974f1cf20020dd9fd3d343254996dbf182db5b90,
QA0116,General,identical_judge_inputs,True,True,61949ad8f0e0458d4960b1b168a6879ba90ce49d549f31894ff1e515964da096,
QA0117,General,identical_judge_inputs,True,False,368b30a5f596738b5b93b3773e9554c2735d31b4c93374aaa94a52c86ae290aa,
QA0118,General,identical_judge_inputs,True,False,c3a137929d48f452fe0dbce052441b8bf8f8c1df20cab93b8e5a386ccc132609,
QA0119,General,identical_judge_inputs,True,True,fb2d7d04494c3fcef29b0ca3fa86dee287d4b84b8438b514a15f8470396e1bec,
QA0120,General,identical_judge_inputs,True,True,746a7d7b717ad4b9f6ae2997c8b01c73cf071196e93a629026701d6ba4c51e7f,
QA0121,General,technical_failure,True,False,72d554919f1713e39b695787feec3a951a066ff319079da0df03eb7d77a3befd,
QA0122,General,technical_failure,True,False,56861d49e1b73eb323af545a449231afa5f6c91594c476e5f29b18ee5b46af8d,
QA0123,General,technical_failure,True,False,c7cb86d4439610ae0ec8937bb4c5730ab787a5de7dd7c0675f1ada856a3d9dd5,
QA0124,General,identical_judge_inputs,True,True,a55353f4afda02317fa6869e8f6df29de1574b7041faffcf098c1735cd22ec2b,
QA0125,General,identical_judge_inputs,True,True,b81d1d76100cab39afe567365ecdcf2330476887411f58a0305e7902ca743aed,
QA0126,General,identical_judge_inputs,False,False,811fc9281e94f7ddaf81761cbe8c0c0ffe0493b6fa8bda0b69456dc451704cde,
QA0127,General,identical_judge_inputs,False,False,864bdb07544ea2fa36da52047d61e70daf6f873403554a64c14f6ad447857ac0,
QA0128,General,identical_judge_inputs,True,True,4b37366461247ea96fea72f60441d9790a4bee6ecbecd7e620dc6144da9efebd,
QA0129,General,identical_judge_inputs,True,True,55088f3c70b15c66d2d91a5a9a239a15dfa87033866513153cf005e9efecef59,
QA0130,General,identical_judge_inputs,True,True,8a68fd5fcc0539e857a6c4ae92c3514d309f8fa432d7c2c3a388aae11e556912,
QA0131,General,identical_judge_inputs,True,True,bf3af6254030beb0f0e8fc22dc6c403de33b44474b0dc3df8bf93eda5b2acd45,
QA0132,General,identical_judge_inputs,True,True,4bb305b2e69f44d05d1f25bc34acd8c6b988ca9fb00154ad96f463911be22883,
QA0133,General,identical_judge_inputs,False,False,93e1c3f4c9ca50920f90ee84c943160c4489fdbdf22d6c4c6bcc8f357f53cce9,
QA0134,General,identical_judge_inputs,False,False,878bd1f2a97e0be8e2a1a105f773062a34f7befec19368b4699c03a9a7f916e9,
QA0135,General,identical_judge_inputs,True,True,7fccfc670faba20e834001adc7d49bf01dd04f3f8f648e44009189daf5e99e40,
QA0136,General,changed_judge_inputs,True,False,3d8afb8848c540bcad0803f9f2b8fb05e49ea47f027cc9f160f1973d8a6db9ff,reference
QA0137,General,identical_judge_inputs,True,True,47ea5586a0a7cb44da3bf627172da3e4d55fca070807f41143fee191426dfd8c,
QA0138,General,identical_judge_inputs,True,False,54297c39b373af9b4fb17227b674d3eaa443d66a9d85d4f332c8e2c1d41781de,
QA0139,General,identical_judge_inputs,True,False,7f849f1a1f1a7a53509f48e93eb7bb9f3e2a16a51372cbda56779c633851be87,
QA0140,General,technical_failure,True,False,aa9f51999904c3a2e01f27d4de359989cd8297bda2e9cf43437706c6b4c76549,
QA0141,General,identical_judge_inputs,True,True,852f001d8522cc641d68421e2ddd6f335bf5d538b525b5e1e70c9c786fabdb3f,
QA0142,General,identical_judge_inputs,True,True,e25b6709c3d090a2991b00b206404414f274cc8720acbbeb4524100577af311d,
QA0143,General,identical_judge_inputs,False,False,f90db37c88da9604a897657aa068343a735888fa17db4dad1bc75b1da8b5bc04,
QA0144,General,identical_judge_inputs,True,True,1099f49374d32d0be6c83d05cd42eba537e1d5bd748b19413c184fbfbd54b07c,
QA0145,General,technical_failure,False,False,c6b904e1a1aae2229f41be64ede455b4dbad944769b8215e7736d4f6a1c6fbda,
QA0146,General,identical_judge_inputs,True,False,ad8e483bbfdf5ab783fc5e73cd9d4f77f404aaabae13d6415411076455ac19b8,
QA0147,General,identical_judge_inputs,True,True,3b132e67138d2f36ccb081518d680c6c7c4dea952d1c3ed4dd585e9af13dd1a2,
QA0148,General,identical_judge_inputs,True,True,a3e25e7b9027595ec5aea3495913710e9543726e8caa49f4969709868cbf5b0b,
QA0149,General,identical_judge_inputs,True,True,ffe4031ca07166fc65acd7a5c955f046914188b67d652682b88922d3f8e03751,
QA0150,General,identical_judge_inputs,True,True,303368d936e3fe99accc4547ee370bd448715779b00ae1965889aa822ac38b6d,
QA0151,General,identical_judge_inputs,True,True,e0c45fa573bec1bf124cdc80618341136676b94f7e932dea0012d36d6cc93157,
QA0152,General,identical_judge_inputs,True,True,9edf27c9b7401dd9b4684fe634b5ae66300c8e268f3836aea4cb64ba5aaabf77,
QA0153,General,identical_judge_inputs,False,False,ff3edda3162abe3a8f964baca35bcc0f0c8702bb57017d8582a7101470be2696,
QA0154,General,identical_judge_inputs,True,True,57b9ce94c29b0d20f23cfe9dbd596ae82077f363c0cdb7c58e325913254d1f13,
QA0155,General,identical_judge_inputs,False,False,8aa58832668dcbfd6df150ad261f999876ec36de118cf676a34088e1a0e9137c,
QA0156,General,identical_judge_inputs,True,True,816d80cedad7c69d26fac9d98b662f2287738f0152be88d93b9d2e2b6feb643c,
QA0157,General,identical_judge_inputs,True,True,4dde61afd87d5517e08b9718aaf162b50867027053e14cdf55de5ffd75491472,
QA0158,General,identical_judge_inputs,True,True,9733413900f901e4551da5a4f7b9145ae5e0fa39c9076640de289884b2151a04,
QA0159,General,identical_judge_inputs,True,True,3652916eb5dd949fe43d20f8d04e7239c7eea8ec91f54d5aeb2aeae25f17586e,
QA0160,General,identical_judge_inputs,True,False,075406d7961dbae2bef5959bf5dacb263fb92eaa1b1eea31828e56e6cdc38ffa,
QA0161,General,identical_judge_inputs,False,False,bdc3405fbd87cb6bdb1ee24bb3a9c36351a3b37ee142c772f893271ab86e0c93,
QA0162,General,identical_judge_inputs,True,False,f069cc0d4950c7d80ce84cea18a26d339af6ceda036697221bb785029f016881,
QA0163,General,identical_judge_inputs,True,True,d06ad898554489af3f97ed505d84d469390fdce73fa44a9b33d05e124492b547,
QA0164,General,identical_judge_inputs,True,True,5b6bd9aaa7209707d1e3dbd42e1b288238e076fb30c17ec0a54d608404473004,
QA0165,General,identical_judge_inputs,True,True,46cf436ca5856e0a11dc9dbded729cf166b731f5a3c2c1181d78518c4c316139,
QA0166,General,identical_judge_inputs,True,True,f4efc6b256484e33f31af0ac19f6fb914dd363f632704b01830557ec64c314cc,
QA0167,General,identical_judge_inputs,True,True,3a097bd4e211ba6608fa3a13f3814612cf1bb484f9543bf66210ff86e428420c,
QA0168,General,identical_judge_inputs,True,True,dff7481ded50c2c34e2bb07fb8257d48a2e5b7681681114135aedf5405252594,
QA0169,General,identical_judge_inputs,True,True,7d45d35734d8a312286de4ca567490337352a8932a0739680800daec95f91ab2,
QA0170,General,identical_judge_inputs,True,True,999ca236490190941e7f89db0cc72f528eeda653f6ee0f34cff9543d92ad3d45,
QA0171,General,identical_judge_inputs,True,True,e15db7c02dba33c373c438d373a34a315b7debc11351ae3e3cf5c2354e8e0020,
QA0172,General,identical_judge_inputs,True,True,18af7a0fd3842c5e06f9f49d596aeb42fa08947ea535c8b6206a2d2bdbcd029b,
QA0173,General,identical_judge_inputs,True,True,0c7cc60c3f82105458da1f69e59a2359b27cd1c57e874f8e7c393b0035f614ae,
QA0174,General,identical_judge_inputs,True,True,290a4c15ad2b09d507c9cd015ad9eb8188e9446e338f23588f1e56969b4e155c,
QA0175,General,identical_judge_inputs,True,True,3e22fb3f848c1fe94bcaf4e477b1dc734479424f0d5720f24591335c969d2a3a,
QA0176,General,identical_judge_inputs,True,True,decbfb6180f37e7c5e49753f7a745c862314c4075a37ebf98376a7db81c0660f,
QA0177,General,identical_judge_inputs,True,True,05756e84b1e764b8c43e455cf3ff960423074c6ca89443db92ccf1fc30402b27,
QA0178,General,identical_judge_inputs,True,True,12e319545544b02dc19a80cc1230ea091da07468937bf10b2cfc0b782b172a52,
QA0179,General,identical_judge_inputs,True,True,d39fce784f60806d7211ca778a5fcde17a063432c5a6398f51809913c5690cde,
QA0180,General,identical_judge_inputs,True,True,8257d657d63717a0440e5ea68e1976ad0fdb1920be6f102f4f2dcdb802682dac,
QA0181,General,identical_judge_inputs,True,True,2632be0c6e6c06edfa70bef5d5b394fd81bc2ec08e02cb31f7a62a10867ff780,
QA0182,General,identical_judge_inputs,True,True,04bb696824b07202c3a98cae77e3c014df3dc20180c4464bcd517f2784df7959,
QA0183,General,changed_judge_inputs,False,False,2d56e396e06bf3c2f658dc03952d346659e1431507f95d5bfd1ef71f4670cab6,reference
QA0184,General,changed_judge_inputs,False,False,bb861d5803ba7760affa7eac54eeeccd19e0fc56e1097a16cb55c45974516c67,reference
QA0185,General,identical_judge_inputs,True,True,bc4f42a44ea040924466386981769fd6c4d023fc647f15912965cd5704d1cca1,
QA0186,General,identical_judge_inputs,True,True,ad55a302c19c8cb9ba106a8ea7c712fced8cf5e1536c029dc275ced7d45e9920,
QA0187,General,identical_judge_inputs,True,True,c8a7d800ba057c2f7a48fb8a3ac34aebff75a721e8adda2e13cec3a4db97d3bf,
QA0188,General,identical_judge_inputs,True,True,795c33934d33ead817e58f8eb0bd38414a7ad75023a8ffa1904044784e544eff,
QA0189,General,technical_failure,True,False,a4bea3005b075afaf8b301820309e2ce6cbef8fb519bf6c66863728ee3c8846c,
QA0190,General,changed_judge_inputs,True,True,03c663ec1a19987113d5458914fb93fdef03aa8463338578271b8cbfc7173a75,reference
QA0191,General,identical_judge_inputs,True,True,cb19c836d3fc03b401b2a1a92230bf78c61406ad0385ade02633eaed826a9b73,
QA0192,General,identical_judge_inputs,True,True,b97b1db241eb601f87b5dbd2239769b36457144c17782f08d384aaca9740928e,
QA0193,General,identical_judge_inputs,True,True,879b120be96ed0a33abfd5f4cdeaac0e34bc040a4a4dfbe3188fc34ea90d42aa,
QA0194,General,identical_judge_inputs,True,True,6adde4d97697c8f80585f7a468aa761a88feb625d0d564672725030fdae0c0bd,
QA0195,General,identical_judge_inputs,True,True,d99808774a24a79527355876dbec635fb6abc17282d09d48a49235c1eb93346f,
QA0196,General,identical_judge_inputs,True,True,0bd0f3aca9a8e9013cf5d1305dd96360811b897eba350eb05261f5e51c7be8d4,
QA0197,General,illegal,True,False,b9b6513f750ba83fd5bb6463e99a3ba4f60ea1f1a2e204e137d0bfc790894a92,
QA0198,General,identical_judge_inputs,True,True,40158cbcbd63d44af29b505d26bbd4a0e58f3b563614bbc1dad2411972b27af6,
QA0199,General,identical_judge_inputs,True,True,0f6edf4c6862b996bdd23f94a49eef923b55b37b011b63d8609501c358f0f338,
QA0200,General,identical_judge_inputs,True,True,dab7756e1341f0b36a3819f39cace3e550ad0c50cbbe775f73eaed00a4e42742,
QA0201,General,identical_judge_inputs,True,True,3d240b25139133060295271b4b7c98d371fb903420e902ad08bab52a39a825de,
QA0202,General,identical_judge_inputs,True,True,ed0c9fef22dc6bb93daa8fe47ba7935db403deeb391c7edf23125dbdc322e765,
QA0203,General,identical_judge_inputs,True,True,73d77c3f8022eada1b14d8259c6e93a9621386d2bdf8f7c142d75b1836cac44d,
QA0204,General,identical_judge_inputs,True,True,60c5d616e1cfcaeda44314ef6157795233930df4207e5cd77c63e086d7ca0793,
QA0205,General,identical_judge_inputs,False,False,08fdde8fbb63f79cc84673c80ec6168cabefbf4943fa40b854b8d50f4e9611ba,
QA0206,General,identical_judge_inputs,True,False,2bf0441f8b01bde965c6734bea978e2819928f6d17fe6ee6aca8a6eef4b351ad,
QA0207,General,identical_judge_inputs,True,True,c573af773ca5cbaacb365c20921379cc028d7248d607c743622e9978d1394ef7,
QA0208,General,identical_judge_inputs,True,True,932ad455c02cd457e0b0404db817cd896edcad482f0b9f18aae05db36a4012dd,
QA0209,General,identical_judge_inputs,True,True,91422658dea4e99682680d7f4da4669cb41a6e64d14a0929f1be5e2518f745b1,
QA0210,General,identical_judge_inputs,False,False,21b9aeb0cff0357b825dc514d3b1da6f506c4764e45ced2a70050642bd0b50fb,
QA0211,General,identical_judge_inputs,True,True,71929c82b1df03f1944c95afa4e811d36ca07d78fd529eb3442a443eb2de1c04,
QA0212,General,identical_judge_inputs,True,True,961349fcf9c145b5adfb7cc3221d917b49b859c9689ba24739a0b6b70493fd31,
QA0213,General,changed_judge_inputs,True,True,b5616b4f6ca283011d54b2c1f4f9096026a74090955ac59755c9fa53885d24ec,reference
QA0214,General,technical_failure,False,False,d2e01d1eda701c03ccd13a4d6a17ac85e3619385a766f5a418450d8a8313dd13,
QA0215,General,identical_judge_inputs,True,True,7c25dfe8fd596e3e6ad559cdb43d7393ed5080ecca9ca45570bfa13f8756b973,
QA0216,General,technical_failure,True,False,3598dcafb8f1a361459cc901d8f1bd738a58751b30d14ca5b1d767bc52194a6d,
QA0217,General,identical_judge_inputs,True,True,3b0194b910a4a2ae1f272e9b62c5bc280ec0deb6188a627df4ab77e632d399c8,
